user_id,age_group,gender,occupation,primary_platform,daily_usage_hours,usage_frequency,trust_in_social_media,influencer_influence,feels_addicted,content_consumption_style,decision_influence_level,follows_travel_content,follows_entertainment,follows_educational,follows_business,visual_content_preference,engages_with_travel_posts,saves_travel_content,plans_trips_via_social_media,self_reported_travel_interest,preferred_travel_type
U05588,18-21,Other,Employed,YouTube,3-5,Low,High,Sometimes,Yes,Interactive,Low,No,No,Yes,Yes,Low,Rarely,No,Yes,Medium,Relaxation
U05589,22-25,Male,Student,Facebook,1-2,Low,High,Yes,Yes,Interactive,Low,Yes,No,No,Yes,High,Rarely,No,Yes,Medium,Adventure
U05590,18-21,Male,Student,Instagram,<1,Low,High,Sometimes,Yes,Interactive,Low,Yes,No,No,No,Medium,Often,No,Yes,High,Urban
U05591,22-25,Male,Employed,Facebook,<1,Low,Low,Yes,No,Interactive,Medium,No,No,No,No,Medium,Sometimes,No,No,Medium,Relaxation
U05592,22-25,Other,Student,Instagram,5+,High,High,Yes,No,Passive,Low,No,Yes,No,Yes,High,Often,No,Yes,High,Culture
U05593,22-25,Female,Employed,TikTok,3-5,High,Low,Sometimes,No,Interactive,Low,No,Yes,No,Yes,Low,Often,No,No,High,Urban
U05594,22-25,Male,Employed,Instagram,<1,High,Low,Sometimes,Yes,Interactive,Medium,Yes,No,Yes,Yes,High,Rarely,Yes,Yes,High,Urban
U05595,18-21,Male,Student,TikTok,<1,Low,Low,No,Yes,Passive,High,Yes,No,Yes,No,Low,Often,Yes,Yes,High,Culture
U05596,22-25,Other,Employed,Instagram,5+,Medium,High,Sometimes,Yes,Passive,High,No,No,No,No,Medium,Rarely,Yes,No,Medium,Culture
U05597,18-21,Female,Employed,Instagram,1-2,Low,High,No,No,Passive,High,No,Yes,Yes,No,Low,Sometimes,Yes,No,Low,Adventure
U05598,22-25,Other,Employed,Facebook,1-2,Medium,Low,Yes,Yes,Passive,Low,No,No,Yes,Yes,Low,Sometimes,Yes,Yes,High,Urban
U05599,18-21,Female,Employed,YouTube,1-2,High,Low,No,Yes,Passive,Medium,Yes,No,No,Yes,High,Rarely,Yes,Yes,Medium,Relaxation
U05600,22-25,Female,Employed,Facebook,3-5,Low,Medium,Yes,No,Interactive,High,No,No,No,No,Low,Often,No,No,Low,Adventure
U05601,18-21,Female,Student,Facebook,3-5,Low,Medium,Yes,No,Interactive,High,Yes,Yes,Yes,No,Low,Often,Yes,Yes,High,Urban
U05602,22-25,Other,Employed,YouTube,5+,Medium,High,Sometimes,Yes,Passive,Medium,Yes,No,Yes,No,Low,Often,No,Yes,Low,Relaxation
U05603,18-21,Other,Student,TikTok,3-5,Medium,High,Sometimes,Yes,Passive,Low,No,Yes,Yes,No,Low,Rarely,Yes,No,Low,Culture
U05604,22-25,Other,Employed,YouTube,<1,High,Medium,Sometimes,No,Passive,Low,No,No,Yes,No,High,Rarely,Yes,Yes,Medium,Relaxation
U05605,22-25,Male,Employed,YouTube,5+,High,Low,Sometimes,No,Passive,High,Yes,Yes,Yes,No,High,Rarely,No,Yes,High,Culture
U05606,18-21,Female,Student,TikTok,5+,High,Low,No,No,Passive,High,No,Yes,Yes,Yes,Medium,Rarely,Yes,Yes,High,Urban
U05607,22-25,Male,Student,YouTube,5+,High,High,Yes,No,Passive,Low,No,No,Yes,No,High,Often,No,Yes,Low,Relaxation
U05608,22-25,Male,Employed,Instagram,<1,Low,Low,Yes,No,Interactive,Low,No,Yes,No,No,Low,Rarely,Yes,No,High,Urban
U05609,18-21,Other,Student,Instagram,5+,Medium,Medium,No,Yes,Passive,Medium,Yes,No,Yes,Yes,Low,Sometimes,Yes,Yes,High,Relaxation
U05610,22-25,Male,Student,YouTube,3-5,High,High,Yes,Yes,Interactive,Low,No,No,Yes,Yes,High,Sometimes,Yes,No,Medium,Urban
U05611,22-25,Male,Student,Facebook,1-2,Low,Medium,No,Yes,Interactive,Low,Yes,No,No,No,High,Sometimes,No,No,Medium,Urban
U05612,22-25,Male,Employed,TikTok,1-2,Medium,Low,Yes,No,Passive,High,Yes,No,Yes,Yes,Medium,Often,Yes,Yes,Low,Urban
U05613,18-21,Other,Student,Instagram,3-5,Low,Medium,Yes,No,Passive,High,Yes,No,Yes,Yes,Medium,Often,No,Yes,Low,Culture
U05614,22-25,Female,Employed,Facebook,1-2,High,Low,No,Yes,Passive,Low,Yes,Yes,No,Yes,Low,Sometimes,No,No,Medium,Adventure
U05615,22-25,Other,Employed,TikTok,5+,Medium,High,No,Yes,Interactive,Low,Yes,No,Yes,No,Low,Sometimes,Yes,Yes,High,Urban
U05616,22-25,Female,Employed,Facebook,3-5,Low,Low,Sometimes,Yes,Interactive,Low,Yes,Yes,Yes,Yes,High,Sometimes,Yes,No,High,Relaxation
U05617,18-21,Male,Employed,YouTube,1-2,High,Low,Sometimes,Yes,Passive,Low,Yes,Yes,No,Yes,Medium,Often,No,Yes,High,Adventure
U05618,22-25,Male,Student,TikTok,<1,Medium,Low,Sometimes,No,Passive,Low,No,No,Yes,Yes,High,Often,Yes,No,Medium,Adventure
U05619,18-21,Male,Student,TikTok,3-5,High,High,Yes,No,Interactive,Low,Yes,No,Yes,Yes,Low,Often,Yes,No,Medium,Adventure
U05620,22-25,Male,Employed,Instagram,<1,High,High,Yes,Yes,Interactive,Low,No,No,No,No,Low,Often,No,Yes,Medium,Adventure
U05621,22-25,Female,Student,Instagram,3-5,Medium,Low,Yes,Yes,Interactive,Medium,No,Yes,Yes,Yes,Medium,Rarely,Yes,Yes,Medium,Adventure
U05622,18-21,Female,Student,Facebook,3-5,Low,Low,Yes,No,Passive,Medium,No,Yes,No,Yes,Medium,Often,Yes,No,Low,Urban
U05623,18-21,Other,Student,YouTube,3-5,High,High,No,No,Interactive,High,Yes,Yes,No,Yes,Medium,Often,Yes,Yes,High,Adventure
U05624,18-21,Male,Employed,Instagram,1-2,Medium,Medium,No,Yes,Interactive,Medium,Yes,No,Yes,Yes,High,Often,Yes,No,Low,Culture
U05625,22-25,Male,Employed,Facebook,3-5,Medium,Low,Yes,No,Interactive,High,Yes,No,Yes,No,High,Often,Yes,No,Low,Urban
U05626,18-21,Other,Employed,YouTube,<1,Low,High,No,No,Passive,Medium,No,No,No,No,Medium,Sometimes,Yes,Yes,Medium,Relaxation
U05627,18-21,Male,Student,TikTok,<1,Low,Medium,No,No,Passive,High,No,No,No,No,Low,Often,Yes,Yes,Low,Relaxation
U05628,22-25,Female,Student,Facebook,5+,Low,Low,Sometimes,Yes,Passive,High,Yes,Yes,Yes,Yes,Low,Sometimes,No,No,High,Adventure
U05629,18-21,Other,Employed,Facebook,3-5,High,Low,Sometimes,No,Interactive,Medium,No,No,Yes,No,High,Rarely,Yes,Yes,Low,Urban
U05630,18-21,Female,Student,TikTok,<1,Low,Medium,Yes,Yes,Interactive,Low,Yes,No,Yes,Yes,Medium,Often,No,No,Low,Adventure
U05631,22-25,Female,Student,Instagram,<1,Medium,Low,Yes,No,Passive,High,Yes,Yes,No,No,High,Rarely,No,Yes,High,Culture
U05632,22-25,Male,Employed,Facebook,<1,Medium,High,Yes,No,Interactive,High,No,No,No,Yes,High,Sometimes,No,No,High,Relaxation
U05633,18-21,Female,Employed,Facebook,5+,Medium,Low,No,No,Interactive,Medium,No,Yes,No,Yes,Low,Often,No,Yes,High,Urban
U05634,18-21,Male,Employed,TikTok,1-2,High,Medium,Yes,Yes,Passive,Medium,Yes,Yes,No,Yes,Medium,Rarely,Yes,Yes,Medium,Adventure
U05635,22-25,Other,Student,Facebook,5+,Low,Medium,No,No,Passive,Low,No,No,Yes,No,High,Often,Yes,Yes,Low,Adventure
U05636,22-25,Female,Employed,Facebook,3-5,Low,High,Yes,No,Interactive,High,No,No,No,No,Low,Sometimes,No,Yes,High,Adventure
U05637,18-21,Female,Student,Instagram,5+,Low,High,No,Yes,Passive,Low,No,Yes,No,Yes,Medium,Rarely,No,Yes,High,Culture
U05638,18-21,Other,Employed,Facebook,3-5,Medium,Low,Yes,Yes,Interactive,Medium,No,Yes,Yes,Yes,High,Rarely,No,No,High,Culture
U05639,18-21,Female,Employed,YouTube,5+,Low,Medium,Sometimes,No,Passive,High,No,No,Yes,No,High,Sometimes,Yes,Yes,Medium,Relaxation
U05640,22-25,Female,Student,YouTube,5+,Low,High,Sometimes,Yes,Interactive,Medium,No,Yes,No,No,High,Rarely,Yes,No,Medium,Adventure
U05641,18-21,Female,Employed,Instagram,1-2,Low,Medium,No,No,Interactive,Low,No,No,No,Yes,Medium,Sometimes,No,No,High,Relaxation
U05642,22-25,Male,Student,YouTube,1-2,High,High,No,No,Passive,Low,Yes,No,No,No,Low,Rarely,No,Yes,Medium,Relaxation
U05643,22-25,Female,Student,Instagram,1-2,High,Low,Sometimes,Yes,Passive,Medium,Yes,Yes,Yes,No,Low,Sometimes,Yes,No,High,Relaxation
U05644,18-21,Male,Employed,YouTube,1-2,Medium,High,No,Yes,Interactive,Medium,Yes,Yes,Yes,No,Medium,Often,Yes,No,High,Urban
U05645,22-25,Male,Student,Facebook,<1,Low,Low,Sometimes,No,Interactive,High,No,No,No,No,Low,Rarely,Yes,No,High,Culture
U05646,18-21,Other,Student,YouTube,5+,High,High,Yes,No,Passive,High,No,Yes,No,No,High,Often,Yes,No,Low,Urban
U05647,22-25,Male,Student,Instagram,5+,Medium,Low,Sometimes,Yes,Interactive,High,Yes,No,No,No,Medium,Rarely,Yes,No,High,Adventure
U05648,18-21,Female,Student,YouTube,5+,Low,Low,Yes,No,Interactive,Low,Yes,No,Yes,No,Medium,Often,No,Yes,Low,Adventure
U05649,22-25,Male,Student,Facebook,3-5,High,High,Yes,No,Passive,High,No,No,Yes,Yes,Low,Rarely,Yes,No,Medium,Adventure
U05650,22-25,Male,Employed,Facebook,1-2,Low,Low,No,No,Interactive,Medium,Yes,No,No,No,High,Sometimes,No,Yes,Medium,Culture
U05651,18-21,Other,Student,Instagram,<1,Low,Low,Yes,Yes,Passive,Low,Yes,Yes,No,No,High,Rarely,Yes,Yes,Medium,Urban
U05652,18-21,Other,Employed,YouTube,1-2,Low,High,Yes,No,Passive,High,Yes,Yes,No,No,Medium,Sometimes,Yes,No,High,Adventure
U05653,22-25,Other,Student,Instagram,5+,High,Low,Sometimes,Yes,Passive,Medium,No,Yes,Yes,Yes,High,Rarely,No,Yes,High,Culture
U05654,18-21,Female,Employed,YouTube,5+,High,Medium,No,Yes,Passive,Medium,No,No,Yes,No,High,Rarely,No,No,Low,Adventure
U05655,18-21,Female,Student,Facebook,<1,Medium,Low,Yes,Yes,Interactive,Low,Yes,Yes,No,No,Low,Sometimes,Yes,No,High,Culture
U05656,22-25,Male,Employed,Facebook,1-2,High,Low,No,No,Interactive,High,No,No,No,No,Medium,Sometimes,No,Yes,Low,Adventure
U05657,22-25,Male,Employed,Instagram,<1,High,Medium,No,No,Passive,Medium,Yes,Yes,No,No,Low,Rarely,No,No,High,Relaxation
U05658,18-21,Other,Student,Facebook,5+,Medium,Medium,Yes,Yes,Passive,Medium,No,Yes,No,Yes,Low,Sometimes,No,Yes,High,Adventure
U05659,18-21,Male,Student,YouTube,<1,High,Low,Yes,No,Passive,High,Yes,No,Yes,Yes,Medium,Sometimes,Yes,No,Low,Culture
U05660,18-21,Male,Employed,Instagram,1-2,Low,Medium,Sometimes,Yes,Passive,High,No,Yes,No,No,High,Rarely,Yes,Yes,High,Culture
U05661,22-25,Male,Student,Facebook,3-5,Medium,Low,Sometimes,Yes,Passive,High,Yes,No,No,No,Low,Rarely,No,Yes,High,Relaxation
U05662,22-25,Male,Student,Instagram,5+,Medium,Medium,No,Yes,Passive,Medium,No,No,Yes,Yes,Low,Sometimes,Yes,No,High,Urban
U05663,22-25,Male,Employed,YouTube,<1,High,Low,Sometimes,Yes,Passive,High,Yes,No,No,Yes,Medium,Often,Yes,No,Medium,Adventure
U05664,22-25,Other,Student,YouTube,3-5,Low,Low,Sometimes,Yes,Interactive,High,No,No,Yes,No,Medium,Sometimes,Yes,Yes,High,Urban
U05665,22-25,Other,Student,Instagram,3-5,High,High,Sometimes,No,Passive,Medium,Yes,Yes,No,Yes,Medium,Often,Yes,Yes,High,Relaxation
U05666,22-25,Male,Student,Instagram,3-5,High,High,Sometimes,No,Passive,High,Yes,Yes,Yes,No,Medium,Often,No,Yes,High,Culture
U05667,22-25,Female,Student,Facebook,1-2,High,Low,Sometimes,No,Passive,Low,No,No,Yes,No,Medium,Often,No,Yes,Low,Urban
U05668,22-25,Other,Employed,TikTok,3-5,Medium,Medium,No,Yes,Passive,Low,Yes,No,Yes,No,High,Often,Yes,Yes,Low,Culture
U05669,22-25,Other,Student,Instagram,5+,High,Low,No,No,Interactive,Low,Yes,Yes,Yes,Yes,Low,Sometimes,Yes,Yes,High,Urban
U05670,22-25,Female,Employed,Facebook,3-5,High,Low,Yes,No,Passive,Medium,Yes,No,Yes,No,High,Rarely,No,Yes,Medium,Adventure
U05671,22-25,Male,Student,Facebook,<1,Medium,High,Sometimes,No,Interactive,Low,Yes,No,No,Yes,Medium,Sometimes,No,Yes,Low,Urban
U05672,18-21,Male,Employed,Facebook,3-5,High,High,No,No,Passive,Low,No,Yes,No,No,High,Often,No,No,High,Urban
U05673,22-25,Male,Employed,YouTube,3-5,Low,High,Sometimes,Yes,Interactive,Low,No,Yes,No,Yes,High,Rarely,Yes,No,High,Adventure
U05674,18-21,Female,Student,YouTube,1-2,High,High,Yes,No,Interactive,Low,Yes,No,No,Yes,Low,Rarely,No,Yes,High,Culture
U05675,22-25,Male,Employed,Facebook,5+,Medium,Medium,No,Yes,Interactive,High,No,No,Yes,Yes,Medium,Sometimes,No,No,High,Relaxation
U05676,18-21,Other,Employed,Instagram,1-2,High,High,Sometimes,No,Passive,High,Yes,No,No,Yes,Medium,Often,No,No,Medium,Urban
U05677,22-25,Other,Employed,Instagram,5+,Low,Low,No,Yes,Interactive,Medium,Yes,Yes,No,Yes,High,Sometimes,Yes,Yes,Low,Relaxation
U05678,22-25,Female,Employed,Facebook,5+,Medium,High,Yes,Yes,Interactive,Low,No,No,Yes,Yes,Low,Rarely,No,No,High,Urban
U05679,18-21,Female,Student,YouTube,<1,High,Medium,Yes,No,Passive,High,Yes,Yes,Yes,No,High,Sometimes,No,No,Low,Culture
U05680,22-25,Female,Student,Instagram,5+,Low,Medium,No,Yes,Passive,High,No,No,No,Yes,Low,Often,Yes,No,Medium,Relaxation
U05681,18-21,Female,Student,Facebook,5+,Low,Medium,No,Yes,Passive,Medium,No,Yes,No,Yes,High,Rarely,No,Yes,Low,Adventure
U05682,18-21,Other,Student,Facebook,<1,Low,Medium,Sometimes,Yes,Passive,Low,No,No,Yes,No,Low,Sometimes,Yes,No,Medium,Adventure
U05683,18-21,Male,Employed,Instagram,<1,Medium,High,Sometimes,No,Interactive,Low,Yes,No,No,No,High,Often,No,No,Medium,Culture
U05684,22-25,Male,Student,Facebook,<1,Medium,Low,No,Yes,Passive,High,No,Yes,Yes,Yes,Low,Sometimes,No,Yes,Low,Urban
U05685,18-21,Other,Student,YouTube,3-5,Low,Low,Sometimes,Yes,Interactive,High,No,Yes,No,Yes,High,Sometimes,No,Yes,High,Urban
U05686,18-21,Other,Employed,TikTok,<1,Medium,High,Sometimes,No,Passive,Low,No,Yes,No,Yes,High,Often,Yes,Yes,High,Urban
U05687,22-25,Male,Student,Facebook,5+,High,Medium,No,No,Passive,Medium,No,No,No,Yes,Low,Sometimes,Yes,Yes,Medium,Relaxation
U05688,22-25,Other,Student,TikTok,1-2,High,High,No,No,Passive,High,No,Yes,Yes,No,Medium,Often,Yes,Yes,Low,Urban
U05689,18-21,Male,Student,YouTube,1-2,Low,High,Sometimes,No,Interactive,Low,No,No,No,Yes,Low,Rarely,Yes,No,Low,Urban
U05690,18-21,Male,Employed,Facebook,<1,Medium,Medium,Sometimes,Yes,Interactive,High,No,Yes,Yes,No,Low,Sometimes,No,Yes,High,Adventure
U05691,22-25,Other,Employed,TikTok,3-5,High,High,Yes,No,Passive,Low,Yes,No,No,Yes,High,Rarely,Yes,Yes,High,Urban
U05692,18-21,Male,Student,Facebook,1-2,High,Low,No,Yes,Passive,High,No,No,No,No,Low,Rarely,Yes,Yes,High,Relaxation
U05693,18-21,Female,Student,TikTok,5+,Low,High,Sometimes,No,Passive,Low,Yes,Yes,No,No,Medium,Often,Yes,No,High,Urban
U05694,18-21,Other,Employed,Facebook,3-5,High,High,Sometimes,No,Interactive,Medium,No,No,Yes,Yes,Medium,Often,No,Yes,Low,Adventure
U05695,22-25,Male,Employed,Instagram,<1,Low,High,Yes,Yes,Passive,Medium,Yes,No,Yes,Yes,High,Sometimes,No,Yes,Low,Culture
U05696,18-21,Male,Student,Instagram,<1,High,Medium,No,Yes,Interactive,High,No,No,Yes,No,Low,Often,No,Yes,Medium,Culture
U05697,18-21,Female,Employed,YouTube,5+,High,High,Sometimes,Yes,Passive,Medium,Yes,Yes,Yes,No,Medium,Rarely,Yes,No,High,Adventure
U05698,22-25,Male,Student,YouTube,<1,Medium,High,No,No,Interactive,Low,No,No,No,No,Medium,Often,Yes,Yes,Low,Culture
U05699,22-25,Other,Student,YouTube,3-5,Low,High,Sometimes,Yes,Interactive,Low,Yes,Yes,Yes,Yes,Low,Often,Yes,Yes,Low,Adventure
U05700,22-25,Other,Employed,Instagram,<1,Low,High,Sometimes,No,Passive,High,Yes,Yes,No,Yes,High,Often,Yes,Yes,Low,Urban
U05701,22-25,Female,Student,TikTok,1-2,Medium,Medium,Yes,Yes,Passive,Low,No,Yes,No,Yes,Medium,Rarely,No,No,High,Relaxation
U05702,22-25,Male,Student,YouTube,<1,High,Low,Yes,Yes,Passive,High,No,No,No,No,Low,Sometimes,No,No,Low,Culture
U05703,18-21,Female,Employed,Instagram,<1,Low,Medium,Yes,No,Interactive,Low,No,Yes,No,No,Low,Often,No,No,High,Relaxation
U05704,22-25,Male,Student,Instagram,3-5,Medium,Medium,Sometimes,Yes,Interactive,High,No,Yes,Yes,Yes,Medium,Rarely,Yes,No,Low,Adventure
U05705,22-25,Male,Student,Instagram,3-5,Low,Low,No,Yes,Passive,Low,No,No,Yes,No,Medium,Often,Yes,Yes,Medium,Adventure
U05706,18-21,Other,Student,YouTube,3-5,Low,Medium,Sometimes,Yes,Interactive,Low,No,No,Yes,Yes,Medium,Sometimes,Yes,No,Medium,Urban
U05707,22-25,Female,Student,Instagram,<1,High,High,Sometimes,No,Passive,Low,Yes,Yes,Yes,No,High,Often,No,No,Low,Urban
U05708,22-25,Female,Employed,Facebook,<1,High,High,Sometimes,No,Interactive,Low,No,No,No,No,Low,Often,No,No,Medium,Culture
U05709,18-21,Male,Employed,YouTube,<1,High,High,Sometimes,Yes,Interactive,High,No,No,Yes,Yes,Medium,Rarely,No,Yes,Medium,Relaxation
U05710,22-25,Female,Employed,YouTube,5+,High,Medium,Sometimes,Yes,Interactive,High,No,Yes,Yes,Yes,Low,Rarely,Yes,Yes,Medium,Adventure
U05711,22-25,Female,Employed,Instagram,3-5,Low,High,Sometimes,Yes,Interactive,Low,Yes,Yes,Yes,No,High,Often,No,Yes,Low,Adventure
U05712,18-21,Male,Student,YouTube,1-2,High,High,Yes,Yes,Interactive,Low,Yes,No,No,No,Medium,Rarely,No,No,Medium,Relaxation
U05713,18-21,Other,Student,YouTube,1-2,Medium,High,Sometimes,No,Interactive,Low,No,Yes,No,Yes,Low,Sometimes,Yes,Yes,Medium,Adventure
U05714,22-25,Other,Employed,TikTok,5+,High,Medium,No,No,Interactive,Low,No,No,Yes,Yes,Medium,Rarely,Yes,No,High,Relaxation
U05715,22-25,Other,Employed,Facebook,3-5,Low,High,Yes,Yes,Passive,Low,Yes,No,Yes,No,Medium,Often,No,Yes,Low,Adventure
U05716,18-21,Other,Employed,TikTok,1-2,High,High,No,Yes,Interactive,Low,Yes,Yes,No,Yes,Medium,Sometimes,No,No,Medium,Adventure
U05717,18-21,Female,Student,Instagram,5+,Medium,Medium,No,Yes,Interactive,Medium,No,No,No,Yes,Medium,Often,Yes,No,High,Relaxation
U05718,18-21,Other,Employed,Instagram,1-2,High,Low,No,Yes,Passive,Medium,No,No,No,No,Low,Often,No,No,Low,Urban
U05719,18-21,Other,Student,TikTok,1-2,High,Low,Yes,Yes,Interactive,Medium,Yes,Yes,No,Yes,Low,Often,Yes,Yes,Medium,Adventure
U05720,22-25,Other,Student,TikTok,<1,Low,High,Yes,Yes,Interactive,Medium,No,Yes,No,No,Medium,Sometimes,Yes,No,High,Culture
U05721,22-25,Other,Student,Instagram,<1,Low,Medium,Sometimes,Yes,Interactive,Medium,Yes,Yes,Yes,Yes,Low,Sometimes,No,No,Low,Adventure
U05722,18-21,Female,Employed,Facebook,3-5,Medium,Low,No,Yes,Passive,High,Yes,No,No,No,High,Sometimes,No,No,Low,Culture
U05723,18-21,Male,Employed,TikTok,3-5,Medium,Medium,No,No,Passive,Low,No,No,No,Yes,High,Sometimes,No,Yes,High,Culture
U05724,22-25,Male,Student,Facebook,3-5,Low,Low,No,Yes,Passive,Low,Yes,Yes,No,No,Medium,Sometimes,No,No,Low,Urban
U05725,18-21,Female,Student,Instagram,<1,Low,High,Yes,Yes,Interactive,Medium,Yes,Yes,No,No,Low,Sometimes,No,No,High,Relaxation
U05726,22-25,Other,Employed,Instagram,<1,High,Low,Sometimes,No,Interactive,Low,Yes,Yes,Yes,No,Low,Often,Yes,Yes,Medium,Urban
U05727,22-25,Other,Employed,Instagram,1-2,High,High,Yes,Yes,Interactive,Low,No,Yes,No,No,Low,Sometimes,No,No,Medium,Urban
U05728,22-25,Female,Employed,YouTube,5+,High,High,Sometimes,Yes,Interactive,High,Yes,Yes,Yes,Yes,Low,Sometimes,Yes,No,High,Culture
U05729,22-25,Female,Employed,Facebook,3-5,Medium,Medium,Sometimes,Yes,Interactive,Low,No,No,No,No,Medium,Rarely,No,Yes,Low,Urban
U05730,22-25,Female,Student,Facebook,<1,Medium,Medium,Yes,No,Passive,High,Yes,No,Yes,Yes,Medium,Sometimes,No,Yes,Medium,Urban
U05731,22-25,Other,Student,TikTok,5+,High,Medium,Yes,Yes,Passive,Medium,No,No,Yes,No,High,Often,No,Yes,High,Relaxation
U05732,22-25,Female,Student,YouTube,3-5,High,Low,Sometimes,Yes,Interactive,High,Yes,No,Yes,Yes,High,Sometimes,No,No,High,Culture
U05733,22-25,Female,Employed,TikTok,1-2,Medium,Medium,No,Yes,Passive,Medium,No,No,Yes,Yes,Low,Rarely,Yes,Yes,Medium,Adventure
U05734,22-25,Other,Student,TikTok,3-5,Low,High,Yes,No,Interactive,Medium,No,No,No,No,Low,Often,No,No,High,Adventure
U05735,18-21,Other,Student,TikTok,5+,High,Low,No,No,Passive,Medium,Yes,No,No,No,High,Sometimes,Yes,No,Low,Relaxation
U05736,18-21,Male,Student,Facebook,<1,High,Low,No,No,Passive,Medium,No,No,Yes,No,Medium,Sometimes,Yes,No,High,Culture
U05737,18-21,Other,Student,Facebook,<1,Low,High,Yes,Yes,Passive,Low,No,No,No,Yes,Low,Often,Yes,No,Low,Urban
U05738,22-25,Female,Student,Facebook,3-5,High,High,Yes,Yes,Passive,High,No,Yes,Yes,Yes,High,Often,No,No,High,Urban
U05739,22-25,Female,Student,Instagram,1-2,Low,Medium,Sometimes,No,Passive,Low,No,No,Yes,Yes,Medium,Rarely,No,No,High,Culture
U05740,22-25,Other,Employed,Facebook,<1,Low,Medium,No,No,Interactive,Medium,Yes,No,No,No,Medium,Often,Yes,Yes,High,Relaxation
U05741,18-21,Male,Student,TikTok,1-2,Medium,High,No,No,Interactive,Medium,No,Yes,No,Yes,Low,Rarely,No,No,Low,Adventure
U05742,18-21,Female,Student,TikTok,5+,High,Low,No,Yes,Interactive,High,No,No,Yes,No,Medium,Often,No,Yes,Low,Culture
U05743,22-25,Other,Employed,TikTok,<1,Low,Medium,Sometimes,No,Interactive,Low,No,No,No,Yes,High,Rarely,Yes,No,High,Culture
U05744,18-21,Male,Student,YouTube,3-5,Medium,Medium,Sometimes,No,Interactive,Medium,Yes,No,Yes,No,Low,Sometimes,No,No,Low,Urban
U05745,22-25,Other,Student,YouTube,5+,Low,Low,Sometimes,Yes,Interactive,Medium,No,Yes,No,Yes,Low,Rarely,Yes,No,Low,Adventure
U05746,18-21,Other,Employed,Instagram,<1,Medium,Medium,No,Yes,Passive,High,Yes,No,Yes,Yes,Medium,Sometimes,No,No,High,Adventure
U05747,18-21,Male,Student,Instagram,1-2,Medium,High,Yes,No,Interactive,Medium,Yes,No,Yes,Yes,Low,Rarely,Yes,Yes,High,Culture
U05748,18-21,Female,Employed,Facebook,1-2,Low,High,Yes,No,Passive,Low,No,No,No,No,Medium,Often,Yes,No,Low,Urban
U05749,22-25,Male,Student,Instagram,<1,High,Low,Sometimes,Yes,Interactive,High,Yes,No,Yes,No,Medium,Sometimes,No,No,High,Adventure
U05750,18-21,Other,Employed,Instagram,<1,High,Low,No,No,Interactive,Medium,No,Yes,No,Yes,High,Rarely,No,No,Low,Culture
U05751,22-25,Other,Employed,Instagram,3-5,Low,High,No,No,Passive,Low,No,No,No,Yes,Medium,Often,Yes,No,Medium,Culture
U05752,18-21,Female,Student,TikTok,1-2,Low,Low,No,No,Passive,Medium,Yes,No,Yes,No,High,Sometimes,Yes,Yes,Low,Culture
U05753,22-25,Male,Employed,Facebook,3-5,Low,Medium,Yes,Yes,Passive,Low,No,Yes,No,No,Medium,Rarely,Yes,Yes,High,Relaxation
U05754,18-21,Other,Employed,Facebook,5+,Low,Medium,Sometimes,No,Interactive,Medium,No,No,No,Yes,Medium,Often,Yes,Yes,Medium,Relaxation
U05755,18-21,Other,Employed,Instagram,<1,Medium,High,No,No,Interactive,Low,Yes,Yes,Yes,No,High,Rarely,Yes,Yes,Medium,Adventure
U05756,18-21,Female,Student,Instagram,5+,Low,High,Yes,Yes,Passive,Medium,Yes,No,No,Yes,High,Often,Yes,Yes,Medium,Relaxation
U05757,18-21,Other,Student,TikTok,<1,High,Medium,Yes,No,Interactive,Low,No,No,No,Yes,Medium,Rarely,Yes,No,High,Urban
U05758,18-21,Other,Student,Facebook,3-5,Medium,Medium,Sometimes,No,Interactive,Medium,Yes,No,No,Yes,High,Rarely,Yes,Yes,Low,Culture
U05759,18-21,Male,Employed,YouTube,<1,Low,Low,No,Yes,Passive,High,No,No,No,No,High,Sometimes,Yes,No,Medium,Urban
U05760,18-21,Other,Student,Instagram,5+,High,High,Yes,No,Interactive,Low,Yes,No,Yes,Yes,Medium,Rarely,No,Yes,High,Relaxation
U05761,22-25,Male,Student,YouTube,5+,High,Medium,Sometimes,No,Passive,High,Yes,No,Yes,No,Medium,Rarely,No,No,Medium,Relaxation
U05762,22-25,Female,Employed,Facebook,3-5,High,High,No,Yes,Passive,Medium,No,No,Yes,Yes,High,Often,Yes,Yes,High,Culture
U05763,22-25,Female,Student,YouTube,3-5,Medium,Low,Sometimes,No,Interactive,Low,Yes,No,No,Yes,Medium,Sometimes,No,No,High,Urban
U05764,22-25,Female,Employed,YouTube,<1,Low,Low,Yes,No,Interactive,Low,No,No,Yes,No,Low,Sometimes,No,Yes,Low,Relaxation
U05765,22-25,Female,Employed,Facebook,1-2,Low,Medium,Sometimes,No,Interactive,Low,Yes,No,No,No,High,Rarely,No,Yes,Low,Urban
U05766,22-25,Female,Student,Instagram,1-2,High,Medium,No,No,Passive,High,No,No,No,Yes,Medium,Sometimes,Yes,No,Medium,Relaxation
U05767,22-25,Other,Employed,TikTok,1-2,Medium,Medium,No,No,Interactive,High,Yes,Yes,No,No,Medium,Sometimes,No,Yes,Low,Culture
U05768,18-21,Other,Student,Facebook,5+,Low,Low,No,No,Passive,Medium,No,No,No,Yes,Medium,Rarely,No,No,Medium,Culture
